word,pos_symbol,pos_word,meaning
a,pt,particle,"oh, well, hesitating filler."
-a,va,verbal affix,affix.
abakáda,n,noun,alphabet.
abága,n,noun,shoulder.
abalóryo,n,noun,"rosary beads, strung beads, necklace."
ábay,n,noun,"of weddings, witness."
abáw,intj,interjection,"oh, wow, really."
aberíya,v,verb,"to have engine trouble, to stop."
abí’,pt,particle,"let me see, would you please, hey, excuse please."
ábi’ábi,v,verb,"to greet, to shake hands with."
ábi’ábi,adj,adjective,"kind, friendly, civil."
abogádo,n,noun,"lawyer, attorney-at-law."
abóso,n,noun,abuse.
abóso,v,verb,"to abuse, to take advantage of."
ábri,v,verb,"to unlock, to unfasten, to open."
abríl,n,noun,april.
ábtik,adj,adjective,"active, brisk, lively."
abú,n,noun,ash.
abúnu,n,noun,fertilizer.
abúnu,v,verb,to fertilize.
abút,v,verb,"to arrive, to reach, to come to."
abút,adj,adjective,"cranky, irritable, moody."
alabútun,na,noun formative,ang tigúlang.
ábyan,n,noun,"friend, buddy."
ákig,n,noun,"anger, hatred."
ákig,v,verb,"to be angry, to scold."
akú,pr,pronoun,"i, me (first person singular nominal pronoun)."
áku’,v,verb,"to own, to claim, to promise, to swear, to admit."
ákun,pr,pronoun,"my, mine (first person singular pre-possessive pronoun)."
ádlaw,n,noun,"day, birthday, anniversary."
ádlaw’ádlaw,adv,adverb,"daily, everyday."
-ado,aa,adjective formative,formative affix designating conditions or state of being.
ága,n,noun,morning.
agálun,n,noun,"master, boss."
ágaw,v,verb,"to grab, to seize, to take by force, to usurp."
ágay,v,verb,"to flow slowly, to drip in small drops."
ágbay,v,verb,to put one’s arm on or about the shoulder of another person.
ágda,v,verb,"to ask, to invite."
ági,n,noun,"handwriting;  way, means."
ági,v,verb,"to pass by for something, to pass through."
agí’,n,noun,hermaphrodite.
agí’,adj,adjective,"effeminate, sissy."
agósto,n,noun,august.
agrimensór,n,noun,surveyor.
ágsa,v,verb,to work another’s field for part of the produce.
ágsa,n,noun,tenant.
ágsik,v,verb,"to fly off, to scatter, to spray."
ágtang,n,noun,forehead.
agúd,con,conjunction,so that.
águm,v,verb,"to obtain, to attain, to achieve, to possess."
águm,n,noun,"possessions, things."
ágwa,n,noun,"perfume, cologne."
agwánta,v,verb,"to bear, to tolerate, to suffer."
ahá’,v,verb,"to insist, to ask fervently."
ahénsya,n,noun,pawnshop.
ahénte,n,noun,agent.
áhos,n,noun,garlic.
alabá’ab,adj,adjective,"of liquid, lukewarm."
álak,n,noun,"hard drink, liquor."
alágad,n,noun,adopted person.
alágad,v,verb,"to adopt, to take care of someone."
aláhas,n,noun,jewelry.
álam,n,noun,"wisdom, knowledge."
álam,adj,adjective,"bright, smart, brilliant."
álam,v,verb,"to become smart, to become brilliant."
alámbre,n,noun,wire.
alangá’ang,n,noun,slight fever.
alangá’ang,adj,adjective,"feverish, having a slight temperature."
álang’álang,adj,adjective,"doubtful, immature."
álang’álang,v,verb,to hesitate.
alangáy,adj,adjective,"equal, the same."
alás,pt,particle,time particle used with time-telling from dos until dose.
álat,n,noun,saltiness.
álat,adj,adjective,salty.
alát,n,noun,native basket made of woven bamboo strips.
álay,v,verb,to be still through constant tension of the muscles.
aláy’ay,v,verb,"to cradle, to support, to hold arms under some person or thing so as to support."
alkálde,n,noun,mayor.
alkánse,n,noun,loss in terms of money.
alkánse,v,verb,"to lose some amount due to mismanagement in selling, to fail to gain."
alkánse,na,noun formative,’alkánse akú sa pagbalígya’.
alkansíya,n,noun,"coin bank, empty coconut shell used as a coin bank."
alkítran,n,noun,"tar, asphalt."
alibángbang,n,noun,butterfly.
aligútgut,n,noun,"rage, wrath."
alimángu,n,noun,crab.
alipúlus,n,noun,"cyclone, eddy."
alíntun,v,verb,"to transfer, to hand down."
alísto,adj,adjective,"alert, ready, prompt."
almasín,n,noun,"store, small market."
almidól,n,noun,starch.
almiránte,n,noun,"of the navy, admiral."
alpabéto,n,noun,alphabet.
alpómbra,n,noun,"carpet, rug."
álsa,v,verb,"to raise, to lift, to elevate slightly."
alúm,n,noun,mole.
alúng’ung,n,noun,"opinion, idea, thought, knowledge."
áman,v,verb,to prepare.
amargóso,n,noun,bitter melon.
amát’amát,adv,adverb,"gradually, little by little."
amát’amát,v,verb,"to start slowly, to gain speed, to leave one by one."
amáy,n,noun,father.
ámba,n,noun,"prayer, chant, song."
ámba,v,verb,"to sing, to pray, to adore."
ámbit,v,verb,"to participate, to share in."
ámbung,n,noun,"radiance, beauty."
ámbung,adj,adjective,"radiant, effulgent, beautiful."
ámbut,id,idiom,i don’t know.
amérika,n,noun,america.
amerikána,n,noun,"formal coat for men, female american citizen."
amerikáno,n,noun,american citizen.
amidúl,n,noun,variant of almidúl.
amígo,n,noun,"friend, buddy."
amimíluk,n,noun,eyelash.
amínhan,n,noun,north.
ámlig,v,verb,"to handle with care, to be, careful."
ámpu’,n,noun,"prayer, pleading."
ámpu’,v,verb,"to pray, to beseech, to beg, to plead."
ámu,n,noun,"boss, employer, master."
amú,pr,pronoun,"it, that."
amú,adv,adverb,similarly.
amú’,n,noun,monkey.
amúma,v,verb,"to be hospitable, to entertain."
ámun,pr,pronoun,"our, ours (first person exclusive plural pre-possessive pronoun)."
ámut,n,noun,"subscription, donation, contribution."
ámut,v,verb,"to contribute, to help by giving something."
ámyun,adj,adjective,fragrant.
1-an,va,verbal affix,"infinitive, benefactive-locative focus affix."
2-an,va,verbal affix,designating reciprocity of action.
3-an,na,noun formative,noun formative affix designating a container or a place where an action occurs.
anák,n,noun,child.
anák,v,verb,"to bear a child, to give birth, to be godparent to a child during baptism or confirmation."
1-anan,na,noun formative,noun formative affix denoting reciprocal action.
2-anan,va,verbal affix,designating reciprocity of action.
anád,adj,adjective,"usual, sophisticated, accustomed to."
anád,v,verb,"to be accustomed to, to make familiar through experience."
ánay,pt,particle,"please, wait a minute."
ánay,n,noun,termite.
-ánay,na,noun formative,variant of -ánan.
ánaw,n,noun,"deluge, great flood."
ándam,v,verb,"to be cautious, to be careful, to beware, to be prepared."
andámyu,n,noun,gangplank.
ándar,v,verb,"to function, to work."
anhíng,adj,adjective,"late, departed, living comparatively recently."
áni,n,noun,"harvest, produce."
áni,v,verb,"to harvest, to reap."
aningál,v,verb,to have the delusion of hearing a familiar sound.
ántes,adv,adverb,"earlier, before, in advance, previously."
antígu,v,verb,"to know, to be knowledgeable."
ánting’ánting,n,noun,"amulet, talisman."
antipatikú,adj,adjective,"unsympathetic, settled aversion."
ántud,adj,adjective,"fetid, of odor, burnt."
ántus,v,verb,"to bear, to suffer, to endure."
antyúhus,n,noun,"spectacles, eyeglasses."
anu,pr,pronoun,what.
anu,v,verb,"to become, to do with."
ánud,v,verb,"to drift, to flow with the current."
ánum,num,numeral,six.
1-ánun,aa,adjective formative,formative affix attached to nouns to designate abundance in possession.
2-anun,na,noun formative,noun formative affix designating state of being.
anúnsyo,n,noun,"announcement, broadcast."
anúnsyo,v,verb,"to announce, to broadcast, to make public."
ányag,adj,adjective,"beautiful, pretty."
ányo,n,noun,year.
áng,pt,particle,definite noun marker.
ángay,adj,adjective,"appropriate, becoming."
ángay,v,verb,"to be well matched, to be equal, to look becoming, to fit."
ángkab,v,verb,"of animals, to snap, to bite, to seize with teeth so as to grip or bite."
ángkla,n,noun,anchor.
ángkun,v,verb,"to acquire, to attain, to possess."
ángga’,n,noun,"nickname, pet name."
ángga’,v,verb,"to fondle, to caress, to pet, to care for very much."
ánggid,adj,adjective,"alike, similar."
ánggid,v,verb,"to be alike, to compare."
angút,v,verb,"to join together, to tie together, to fasten together."
ápa,n,noun,cone.
apá’,n,noun,"mute, dumb."
ápang,con,conjunction,"but, however."
aparadór,n,noun,"closet, cabinet."
ápas,v,verb,"to follow, to go after."
ápat,num,numeral,four;  forty; /ika-/ fourth; /napulug-/ fourteen.
ápdu,n,noun,gall bladder.
apelyédo,n,noun,"surname, last name."
ápin,v,verb,"to support, to side with, to be an ally to, to defend."
apínas,adj,adjective,scarce.
aplá’ag,v,verb,"to spread, to break and scatter."
apú,n,noun,grandchild.
ápuk,v,verb,"to throw, to be blown aside."
ápug,n,noun,lime.
apurá,v,verb,"to make haste, to hasten."
ára’,d,deictic,there (short form to mean far from the speaker).
arádu,n,noun,plow.
arádu,v,verb,"to plow, to use a plow to break up or turn the soil."
árko,n,noun,arch.
aresgádo,adj,adjective,"adventurous, daring, foolhardy."
ári,d,deictic,here (short form to mean near the speaker).
arí’arí,adj,adjective,stunted in growth.
aritmétika,n,noun,arithmetic.
arítus,n,noun,earring.
ármas,n,noun,"weapon, arms."
árte,n,noun,"art, design, decoration;  actor, actress."
árte,adj,adjective,"creative, artistic, vain."
artíkulo,n,noun,article.
arúy,intj,interjection,ouch.
-aryo,na,noun formative,noun formative affix designating state of being.
ásab,adj,adjective,"voracious, gluttonous, ravenous."
asál,v,verb,to roast particularly on a pit.
ásang,n,noun,fish gill.
asáwa,n,noun,wife.
asáwa,v,verb,"to take a wife, to marry."
aséro,n,noun,steel.
asílo,n,noun,"sanctuary, institution of relief or care for the destitute or afflicted."
asikáso,v,verb,"to take care of, to attend to."
asín,n,noun,salt.
asín,adj,adjective,salty.
áslum,n,noun,sourness.
áslum,adj,adjective,sour.
asú,n,noun,smoke.
asú,v,verb,to smoke.
asúkar,n,noun,refined sugar.
asúgi,n,noun,"mercury, quicksilver."
asúl,adj,adjective,blue.
asúntu,n,noun,"lawsuit, a case before a court."
áswang,n,noun,"witch, sorceress."
asyendéro,n,noun,"big landowner, sugar magnate."
atataró,n,noun,caterpillar.
atáke,v,verb,"to attack, to assault, to fall upon."
atáy,n,noun,liver.
atendér,v,verb,"to attend to, to look after."
aténsyon,n,noun,attention.
áthag,adj,adjective,"clear, distinct."
atí,n,noun,"to rob, to plunder, to steal, to sack."
atipán,v,verb,"to take care of, to attend to."
atipuyúng,v,verb,"to be dizzy, to feel faint."
átras,v,verb,"to go behind, to move back."
atráso,adj,adjective,"late, delayed."
atsára,n,noun,pickled green papaya.
atú,d,deictic,"that (short form to mean yonder, far from both the speaker and the listener)."
atúbang,v,verb,"to face, to confront, to stand before."
atúbang,adv,adverb,in front of.
átun,pr,pronoun,"our, ours (first person inclusive pre-possessive pronoun)."
atúp,n,noun,roof.
atutúli,n,noun,earwax.
áwa’,n,noun,"mercy, compassion, pity."
áwa’,v,verb,to have compassion for.
áwas,v,verb,to overflow.
awát,v,verb,"to annoy, to waste another person’s time, to delay."
áway,n,noun,"combat, fight, assault.;  opponent."
áway,v,verb,"to fight, to go to war."
áwto,n,noun,"car, automobile."
áy,intj,interjection,"oh, ouch, oh no."
-ay,va,verbal affix,variant of -an.
ayág,v,verb,"to sift, to screen, to strain."
ayám,v,verb,to hunt.
ayáp,v,verb,"to adopt, to be willing to accept something new, to take up and practice as one’s own."
ayáw,v,verb,"to have more than enough, to be satiated, to be abundantly fed."
ayáw,na,noun formative,’ayáwan si pédro sang pagká’un.
áyhan,con,conjunction,"perhaps, therefore."
áyu,v,verb,"to become well, to fix something to make it work, to become good."
áyu,adj,adjective,"fine, good, well."
áyu’,n,noun,"bargain, discount."
áyu’,v,verb,"to bargain, to ask for a discount."
bá’bá,n,noun,mouth.
babáyi,n,noun,"female, woman."
bábuy,n,noun,"pig, pork."
báka,n,noun,"cow, beef."
baká’,adj,adjective,"bow-legged, walking as if under a strain."
baká’,v,verb,to walk under weight.
bakág,v,verb,"to get annoyed, to lose one’s patience."
bakál,v,verb,"to buy, to purchase."
bakasyón,n,noun,"vacation, leisure trip."
bakasyón,v,verb,"to take a vacation, to go on a trip."
bákbak,v,verb,to strip off.
bákhaw,n,noun,mangrove.
bákhu’,v,verb,"to sigh, to moan, to lament."
báknal,adj,adjective,"burdensome, onerous, bulky."
báknit,v,verb,"to nudge, to pinch, to pluck."
bákud,adj,adjective,"strong, stiff."
bákud,v,verb,"to become strong, to stiffen."
bákul,v,verb,to beat or baffle with blows using a piece of wood or a piece of metal.
bakúlud,n,noun,"slope, hill."
bakúna,n,noun,vaccination.
bakúna,v,verb,to vaccinate.
bádlu’,n,noun,phlegm.
bádlung,v,verb,"to point out a fault or mistake, to correct by telling a person."
bága,n,noun,"ember, live coal."
bagáhe,n,noun,"luggage, piece of baggage, cargo."
bagáng,v,verb,"to heat, to make red hot."
baganíhan,n,noun,hero.
bagásu,n,noun,bagasse.
bagátnan,n,noun,south.
bágay,n,noun,"thing, idea, notion, effects."
bágid,v,verb,"to rub together, to strike together."
bágid,adj,adjective,"of fruits, unripe, nearly ripe."
bágrung,n,noun,"roaring sound, thunderous sound."
bágrung,v,verb,"to roar, to thunder, to make a deafening sound."
bágrut,v,verb,to gnash or grind one’s teeth.
bágsak,n,noun,bedbug.
bágting,v,verb,"to ring a bell, to toll."
bágtung,v,verb,to wrap in a bundle especially with a woven cloth.
bágu,adv,adverb,before.
bág’u,adj,adjective,"new, recent, unfamiliar, novel."
bág’u,v,verb,"to make new, to change, to renew."
bagúl,n,noun,hard shell of the coconut.
bágyu,n,noun,"rainstorm, typhoon, hurricane."
bágyu,v,verb,"to be stormy, to be forceful."
bahá’,n,noun,flood.
bahá’,v,verb,to cover with a flood.
bahála’,v,verb,to be responsible for.
báhin,n,noun,"part, chapter, share."
báhin,v,verb,"to divide, to deal with‚ to make small parts of."
báhit,v,verb,to take something out from the fire.
báhu,n,noun,"of music, bass."
báhu’,n,noun,"smell, odor, stink."
báhu’,adj,adjective,"odorous, pungent, acrid smelling, stinking."
bahúg,n,noun,food for pigs.
bahúg,v,verb,"of animals, to feed swine, or any animal; of people, to eat mixed foods simultaneously."
bahúl,adj,adjective,"coarse, loose or rough texture."
bahún,n,noun,sneeze.
bahún,v,verb,to sneeze.
bá’id,v,verb,"to sharpen, to rub against a stone so as to sharpen."
bá’is,v,verb,"to argue, to dispute, to debate."
bála,n,noun,bullet.
balá,pt,particle,question particle to express doubt or uncertainty; tag question particle.
balá’an,adj,adjective,"divine, godlike, heavenly."
balábag,v,verb,"to frustrate, to block, to lay across as of a log."
baláka,v,verb,"to feel concerned about something or somebody, to worry."
bál’ag,v,verb,"to file, to rub and make smooth with a file."
balágun,n,noun,"vine, climbing plant."
balahíbu,n,noun,"of animals, fur; of people, skin hair."
balának,n,noun,mullet.
balánse,v,verb,"to balance, to shift, to bring to a state of equipoise or stability."
balangáw,n,noun,rainbow.
balás,n,noun,sand.
balása,v,verb,"to shuffle, to mix up as of cards."
balasúbas,adj,adjective,"rowdy, rude, good-for-nothing, inconsiderate."
balatí’an,n,noun,"disease, illness, feeling, physical condition."
balatí’an,v,verb,"to suffer from a disease, to be sick."
baláy,n,noun,"house, home, dwelling, building."
baláy,v,verb,"to build a house, to put up a house or building."
bálaybálay,n,noun,playhouse.
bálaybálay,v,verb,to go from one house to another.
baláybay,n,noun,"verse, recitation, rhyme, poetry."
balbolá,n,noun,valve.
bálda,n,noun,"pain, sickness, ache, soreness."
bálda,adj,adjective,"paralytic, sickly, low resistance against illness."
báldi,n,noun,"bucket, pail."
baldúsa,n,noun,"concrete pavement, cemented floor."
bále,v,verb,"to be about, to amount to, to equal to."
bálhas,n,noun,"perspiration, sweat, condensation."
bálhas,v,verb,"to perspire, to sweat."
bálhin,v,verb,"to change, to exchange."
balí’,n,noun,"fracture, break."
balí’,adj,adjective,"broken, fractured."
balí’,v,verb,"to break, to fracture, to rapture."
balíbad,n,noun,"excuse, reason, refusal."
balíbad,v,verb,"to find an excuse, to give a reason, to refuse."
balík,v,verb,"to come back, to return, to retrace one’s steps."
balikawáng,n,noun,hip.
balikíd,v,verb,"to turn one’s head to look back, to turn over to the other side in a lying position."
balígya’,n,noun,goods for sale.
balígya’,v,verb,"to sell, to dispose of by sale."
balískad,v,verb,"to turn upside down, to invert, to turn over."
balíswa’,v,verb,"to turn over, to turn upside down, to invert."
balíta’,n,noun,"news, report."
balíta’,v,verb,"to inform, to tell the news, to report."
bálu,n,noun,"widow, widower."
balú’,n,noun,"knot, loop, bow."
balú’,v,verb,"to entwine, to knot, to tie in a loop or bow."
balúd,n,noun,ocean wave.
balúd,adj,adjective,"rough seas, wavy."
bálun,n,noun,"provisions, a stock of needed materials or supplies collected beforehand."
bálun,v,verb,"to take provisions along, to bring money or food on a trip."
balúta,n,noun,ballot.
bálsa,n,noun,"raft, ferry, a native raft made of tied bamboo trunks."
bálus,n,noun,"answer, reply, revenge, reprisal, reward, vendetta."
bálus,v,verb,"to answer, to reply, to strike back, to take revenge on."
balúskay,v,verb,"to rummage, to make a thorough search."
balút,n,noun,"unhatched embryo of duck or chicken, boiled and eaten as a delicacy."
balyéna,n,noun,whale.
bána,n,noun,husband.
baná’ag,n,noun,"dawn, early morning, rays of the sun."
banás,n,noun,"path, a footpath through uncleared areas."
bánda,n,noun,"cord or strip of material serving chiefly for decoration, a music band or group of musicians organized for playing together."
bandehádo,n,noun,platter.
bandéra,n,noun,flag.
bándo,n,noun,"announcement, broadcast, declaration."
bándo,v,verb,"to announce, to make public, to inform the public, to declare."
bánhaw,v,verb,"to resurrect, to rise from the dead."
baníg,n,noun,native mat made from strips of palm leaves woven together.
baníhut,adj,adjective,"stubborn, obstinate, persistent, unyielding."
bansúli’,v,verb,"to tumble, to be together in a confused mass."
bánta’,n,noun,"guess, opinion, supposition, estimate."
bánta’,v,verb,"to guess, to opine, to suppose, to estimate."
bántal,v,verb,to bundle or wrap together with a piece of cloth or clothing.
bantála’,n,noun,"announcement, advertisement, broadcast."
bantála’,v,verb,"to announce or broadcast over the air, to advertise."
bántay,n,noun,"watchman, watcher, guard, observer."
bántay,v,verb,"to watch over, to guard, to observe."
bánting,v,verb,to brace or tie together with a rope.
bántug,adj,adjective,"renowned, famous, eminent, distinguished, noted."
bántug,v,verb,"to be rumored, to be considered a hearsay, to become well-known."
bánwa,n,noun,"town, community, a compactly settled area usually larger than a village but smaller than a city;  citizen."
bányo,n,noun,bathroom.
bangá’,n,noun,native earthen jar used as water container.
bángkay,n,noun,"corpse, dead body."
bangkéta,n,noun,"sidewalk, concrete pavement."
bangkéte,n,noun,"banquet, ceremonious meal."
bángko,n,noun,bank.
bángku’,n,noun,wooden bench long enough for two or more people to sit on.
bangdánan,n,noun,"reason, cause, motive for refusal."
bángday,v,verb,to lean against as for support.
bángga’,v,verb,"to collide, to bump against."
bángig,v,verb,"to quarrel, to start a fight."
bangís,adj,adjective,"brutal, cruel, inhuman, ferocious, fierce."
bangúd,con,conjunction,"regarding, concerning, relating to, because of, therefore."
bángun,v,verb,"to arise, to get up from bed, to get up from a lying position."
bapór,n,noun,"boat, ship."
bará,v,verb,"to clog, to impede with extraneous matter."
bára,n,noun,"bar, a long straight piece of wood or metal, crowbar."
baráha,n,noun,"deck of playing cards, card."
barandílya,n,noun,"railing made of iron serving as a guard or support, iron guard rail."
baratílyo,n,noun,bargain sale.
baráto,adj,adjective,"cheap, inexpensive."
baráto,v,verb,"to make cheap, to reduce in price."
bárbas,n,noun,beard.
bárbas,v,verb,to shave the beard off.
barbéro,n,noun,barber.
barílis,n,noun,barrel.
barína,n,noun,awl.
barína,v,verb,"to drill, to bore a hole with an awl."
barukán,n,noun,urinary bladder.
barútu,n,noun,"canoe, a native canoe made from carved trunks of trees."
báryu,n,noun,a unit of local government and area division having the status of a village.
bása,v,verb,to read.
basá’,adj,adjective,"wet, soaked."
basá’,v,verb,"to wet, to soak with liquid."
baság,adj,adjective,"of sound, hoarse, dull, broken."
básbas,v,verb,"of plants and trees, to cut, to trim."
báskit,n,noun,basket.
báskug,adj,adjective,"of sound, loud; of force, strong."
bási’,v,verb,"may, may be, might."
báso,n,noun,drinking glass.
básta,con,conjunction,"because, provided, as long as, if, just, i said so."
básta,pt,particle,"i said so, it has been agreed upon."
bástun,n,noun,"walking stick, cane."
bástus,adj,adjective,"rude, uncouth, offensive in manner or action, lacking in social refinement."
básul,v,verb,"to scold, to chide, to blame, to regret, to repent, to reproach."
basúra,n,noun,"garbage, trash, litter."
básya,v,verb,"of water, to pour out with force, to throw out."
báta,n,noun,"a loose garment usually worn in bed, nightgown."
báta’,n,noun,"child, baby, young girl or boy usually below the age of ten years old."
báta’,adj,adjective,"young, immature."
báta’,v,verb,"to deliver a child, to bear a child."
batá’batá’,adj,adjective,"younger, childish."
bátak,v,verb,"to pull upward, to raise."
batás,v,verb,"to bear, to suffer, to endure."
batás,n,noun,endurance.
batásan,n,noun,"manner, character, custom, behavior."
batí,v,verb,"of liquid and powder, to beat together, to mix together."
batí’,v,verb,"to hear, to be able to hear."
báti’,n,noun,feelings.
batí’batí’,v,verb,to eavesdrop.
batíd,adj,adjective,"clever, cunning, ingenious."
batí’is,n,noun,"leg, shin."
batinggílan,adj,adjective,"flirt, loose in morality."
bátsi,n,noun,hole on the road.
batú,n,noun,"rock, stone, pebble."
bátu’,v,verb,"to resist, to oppose, to fight, to challenge."
batúbaláni’,n,noun,magnet.
batúbatú,v,verb,"to spell, to count one by one."
bátuk,v,verb,"to resist, to oppose to compete, to debate."
bátug,n,noun,egg yolk.
bátun,v,verb,"to receive, to accept, to take."
batúta,n,noun,"police club, wooden club."
bátya’,n,noun,native wide wooden tub or basin.
bátyag,n,noun,"feeling, sense."
bátyag,v,verb,"to feel, to have a sensation."
ba’ú,n,noun,land turtle.
ba’úg,adj,adjective,"of egg, rotten, sterile."
báw’as,adj,adjective,"of people, sterile, barren, childless."
báwi’,v,verb,"to redeem, to take back, to reclaim."
bawtisár,v,verb,"to baptize, to pour water on the head as in baptism."
báya’,v,verb,"to leave, to quit, to abandon."
bayábas,n,noun,guava.
báyad,n,noun,payment.
báyad,v,verb,"to pay, to settle an account, to spend."
bayáw,n,noun,"sister-in-law, brother-in-law."
báyaw,v,verb,"to elevate, to lift, to raise as a host during roman catholic mass service."
báybay,n,noun,"beach, coast, shore."
baylíhan,n,noun,dancehall.
báylu,v,verb,"to exchange, to substitute, to swap."
bayú,v,verb,"to box, to maul, to pound."
báyu’,n,noun,"dress, clothing, apparel."
bayú’ung,n,noun,bag made of woven palm leaves.
bentáha’,n,noun,"advantage, edge."
bérde,adj,adjective,green.
bersíkulu,n,noun,verse.
beteráno,n,noun,veteran.
béynte,num,numeral,twenty;  twentieth.
bíbi,n,noun,duck.
bibíg,n,noun,lip.
bíbliya,n,noun,bible.
bikoláno,n,noun,"language spoken principally in albay, camarines sur, catanduanes, sorsogon, the southern half of camarines norte, and in some towns of masbate."
biktíma,n,noun,victim.
bigúti,n,noun,moustache.
bíhag,n,noun,"captive, hostage."
bíhag,adj,adjective,"captivating, attractive."
bíhag,v,verb,"to capture, to abduct, to kidnap, to attract, to bait."
bílang,v,verb,"to consider, to esteem as."
bilánggu,n,noun,prisoner.
bilánggu,v,verb,"to capture, to imprison."
bilás,n,noun,the affinal relation of husbands or wives of siblings.
bilí,n,noun,"cost, amount, price."
bilí,v,verb,"to be worth, to cost, to be the price of."
bilíd,v,verb,"to hold with the hands so as to inspect closely, especially clothes."
bílin,n,noun,"request, last words."
bílin,v,verb,"to enjoin, to leave behind."
bilín,n,noun,"balance account, remainder, left over."
bílug,n,noun,"piece, part."
bilúg,adj,adjective,"round, circle."
bílyar,n,noun,"billiard, pool."
bilyéte,n,noun,ticket.
binágbinág,v,verb,"to consider, to ponder, to apportion."
binágun,n,noun,native machete.
bínhi’,n,noun,"seedling, plant grown from seed."
bíno,n,noun,wine.
bintána’,n,noun,window.
bingáw,adj,adjective,"of teeth, missing, jagged."
bingáw,v,verb,"of teeth, to lose a tooth, to knock out a tooth, to jag or notch accidentally."
bíngkal,v,verb,"to break in a door, to force an entrance."
bírhen,n,noun,"virgin, mary, the mother of jesus christ."
bís’ak,v,verb,"of wood, to cleave, to split."
bisán,con,conjunction,"even if, although, in spite of."
bisáya’,adj,adjective,"visayan, of visayan origin."
bísi,n,noun,"vice, substitute."
bisikléta,n,noun,bicycle.
bisikléta,v,verb,to ride a bicycle.
bísi,n,noun,vice-president.
bisíta,n,noun,"visitor, guest."
bisíta,v,verb,"to visit, to call upon, to pay a visit."
bísta,n,noun,"view, panorama, scene."
bísyu,n,noun,"vice, fault."
bísyu,v,verb,"to be naughty, to be wicked, to disobey, to fuss."
bítad,v,verb,"to open, to unfold, to spread out so as to see closely."
bitamína,n,noun,"vitamin, nutrient."
bítay,v,verb,"to hang, to string up, to suspend."
bítbit,v,verb,"to bring along, to carry."
bitík,n,noun,"flea, tick."
bitín,n,noun,snake.
bitú’un,n,noun,star.
bíya’,v,verb,"to leave behind, to abandon."
blángko,adj,adjective,"expressionless, blank, empty."
blángko,n,noun,empty space provided on a piece of paper.
blósa,n,noun,"blouse, top."
bokabuláryo,n,noun,vocabulary.
bodéga,n,noun,"warehouse, storage, cellar."
bóla,n,noun,"ball, round object."
bómba,n,noun,"bomb, hand pump for water."
bombéro,n,noun,fireman.
bombílya,n,noun,electric bulb.
bómbo,n,noun,drum.
boradór,n,noun,eraser.
bórda,n,noun,"embroidery, design."
bórda,v,verb,to embroider.
botélya,n,noun,bottle.
botíka,n,noun,"medicine store, drug store."
bóto,n,noun,vote.
bóto,v,verb,"to vote, to cast a vote."
bú’ang,adj,adjective,"fool, stupid, crazy."
bú’ang,n,noun,"fool, simpleton, idiot."
bu’áya,n,noun,"alligator, crocodile."
búbu,v,verb,"to baptize, to pour water into a container."
bubún,n,noun,well.
bubungán,n,noun,roof.
buká’,n,noun,"opening, crack."
buká’,adj,adjective,"open, cut, split, cracked."
buká’,v,verb,"to cut open, to crack."
búkad,v,verb,"to open, to unfold, to bloom, to undo a package."
bukál,n,noun,"bubble, froth."
bukál,v,verb,"to boil, to bubble."
bukás,adj,adjective,"opened, candid."
bukás,v,verb,"to open, to unfold, to begin."
búkaw,n,noun,owl.
búkbuk,n,noun,weevil.
búkbuk,v,verb,"to crash, to grind, to make into powder."
búkid,n,noun,"hill, mountain."
bukú,n,noun,"node, joint."
búku’,n,noun,"plan, proposal, intention, proposition."
búku’,v,verb,"to say, to plan, to think of, to intent to."
bukúbukú,n,noun,"joint, ankle."
búktut,n,noun,hunchback.
búkud,adj,adjective,"secure, strong."
bukúl,n,noun,"lump, swelling, protuberance; of plants, bud."
búkut,v,verb,"to confine, to isolate, to pen or coop up."
búdhi’,n,noun,"conscience, inner self."
búdhi’,v,verb,"to betray, to be faithless, to be disloyal."
búdlay,adj,adjective,"difficult, hard."
búdlay,v,verb,"to feel the difficulty, to tire."
bugá,v,verb,"to belch forth, to spit out as a volcano."
bugál,n,noun,"pride, haughtiness."
bugál,v,verb,"to be proud, to show off."
bugál,adj,adjective,"plentiful, abundant."
bugál,v,verb,"to be plentiful, to progress."
bugás,n,noun,unhusked rice grains.
búg’at,adj,adjective,"heavy, burdensome, cumbersome."
bugáy,n,noun,"grace, bounty, blessing."
bugáy,v,verb,"to shower with blessings, to give grace."
búgkus,n,noun,"bundle, string used to tie a package."
búgkus,v,verb,"to bundle together, to tie with a string."
búgnu’,v,verb,"to greet, to speak to, to interact with."
búgras,v,verb,"of string, to break off, to snap off."
búgsay,n,noun,oar.
búgsay,v,verb,"to row, to strike the water with an oar."
búgsuk,v,verb,"to erect by driving into the soil, to thrust through with force to make it stand."
búgtaw,v,verb,"to waken, to awake."
búgtu’,v,verb,"to snap, to break off."
búgtung,adj,adjective,"alone, one and only."
búgtung,n,noun,only-child.
búg’us,adj,adjective,"entire, complete, whole-hearted."
buhahá’,adj,adjective,"lavish, extravagant, spend-thrift."
búhat,v,verb,"to do, to make, to perform."
buháwi’,n,noun,tornado.
buhí’,adj,adjective,alive.
búhi’,v,verb,"to set free, to unhand, to ignite as of fire-crackers."
búhin,v,verb,"to subtract, to deduct, to decrease, to lessen."
buhís,n,noun,"tax, levy."
buhís,v,verb,to levy tax.
búhu’,n,noun,"hole, crevice, aperture."
búhu’,v,verb,to bore or drill a hole.
